name,ticker,url,cmp,market_cap,latest_quarter,prev_quarter,is_fresh,promoter_prev,promoter_latest,promoter_change,fii_prev,fii_latest,fii_change,dii_prev,dii_latest,dii_change,government_prev,government_latest,government_change,public_prev,public_latest,public_change,shareholders_prev,shareholders_latest,shareholders_change
Sunshield Chem.,SUNSHIEL,/company/SUNSHIEL/,1149.00,1010.52,Jun 2026,Mar 2026,True,66.53,66.54,0.01,8.46,9.13,0.67,0.01,0.01,0.0,,,,25.0,24.32,-0.68,4838.0,5318.0,480.0
Suprajit Engg.,SUPRAJIT,/company/SUPRAJIT/consolidated/,488.00,6658.09,Jun 2026,Mar 2026,True,45.26,45.26,0.0,6.5,6.54,0.04,17.17,17.01,-0.16,,,,31.05,31.18,0.13,73587.0,68962.0,-4625.0
Supreme Petroch.,SPLPETRO,/company/SPLPETRO/,880.00,16558.93,Jun 2026,Mar 2026,True,64.24,64.24,0.0,3.69,3.8,0.11,4.24,4.14,-0.1,0.09,0.09,0.0,27.74,27.73,-0.01,41031.0,42429.0,1398.0
Supriya Lifesci.,SUPRIYA,/company/SUPRIYA/,985.20,7923.40,Jun 2026,Mar 2026,True,68.3,68.3,0.0,5.16,6.18,1.02,5.7,5.3,-0.4,,,,20.83,20.21,-0.62,81161.0,82082.0,921.0
Suraksha Diagno.,SURAKSHA,/company/SURAKSHA/consolidated/,343.30,1791.20,Jun 2026,Mar 2026,True,49.1,49.1,0.0,13.46,13.47,0.01,23.14,23.22,0.08,,,,14.31,14.2,-0.11,67107.0,64866.0,-2241.0
Suryoday Small,SURYODAY,/company/SURYODAY/,149.12,1596.52,Jun 2026,Mar 2026,True,22.48,22.48,0.0,5.23,5.35,0.12,5.72,5.47,-0.25,,,,66.58,66.7,0.12,95026.0,89688.0,-5338.0
Suzlon Energy,SUZLON,/company/SUZLON/consolidated/,40.80,55634.99,Jun 2026,Mar 2026,True,11.73,11.7,-0.03,23.85,24.15,0.3,9.18,11.12,1.94,0.0,0.0,0.0,55.23,53.02,-2.21,5695354.0,5536345.0,-159009.0
Swan Defence,SWANDEF,/company/SWANDEF/consolidated/,2679.70,14182.75,Jun 2026,Mar 2026,True,89.9,89.9,0.0,0.6,0.67,0.07,2.05,1.93,-0.12,,,,7.44,7.49,0.05,87730.0,84204.0,-3526.0
Swiggy,SWIGGY,/company/SWIGGY/consolidated/,264.85,72970.49,Jun 2026,Mar 2026,True,,,,14.59,13.96,-0.63,25.45,27.38,1.93,,,,54.39,53.57,-0.82,536096.0,570439.0,34343.0
Syncom Formul.,SYNCOMF,/company/SYNCOMF/,20.05,1879.07,Jun 2026,Mar 2026,True,50.57,50.57,0.0,0.21,0.35,0.14,,,,,,,49.23,49.07,-0.16,431690.0,422114.0,-9576.0
Synergy Green,SGIL,/company/SGIL/,642.50,1002.28,Jun 2026,Mar 2026,True,69.5,69.5,0.0,0.22,0.23,0.01,1.51,1.73,0.22,,,,28.72,28.47,-0.25,10897.0,10203.0,-694.0
Syrma SGS Tech.,SYRMA,/company/SYRMA/consolidated/,1732.60,33451.17,Jun 2026,Mar 2026,True,42.28,42.28,0.0,6.6,7.51,0.91,16.59,15.9,-0.69,0.01,0.01,0.0,34.41,34.17,-0.24,178986.0,204149.0,25163.0
T B Z,TBZ,/company/TBZ/consolidated/,655.60,4382.98,Jun 2026,Mar 2026,True,74.12,74.12,0.0,0.26,1.47,1.21,0.0,0.0,0.0,,,,25.63,24.41,-1.22,54101.0,50689.0,-3412.0
T N Merc. Bank,TMB,/company/TMB/,881.90,13975.96,Jun 2026,Mar 2026,True,,,,6.19,6.73,0.54,1.91,1.96,0.05,,,,91.91,91.32,-0.59,117065.0,117147.0,82.0
T N Newsprint,TNPL,/company/TNPL/,151.60,1039.39,Jun 2026,Mar 2026,True,35.32,35.32,0.0,4.96,5.01,0.05,10.54,9.53,-1.01,4.06,4.06,0.0,45.12,46.07,0.95,49209.0,48969.0,-240.0
T N Petro Prod.,TNPETRO,/company/TNPETRO/consolidated/,132.93,1195.31,Jun 2026,Mar 2026,True,34.54,34.54,0.0,10.78,11.11,0.33,0.0,0.0,0.0,,,,54.66,54.35,-0.31,98207.0,96779.0,-1428.0
TajGVK Hotels,TAJGVK,/company/TAJGVK/consolidated/,324.35,2033.09,Jun 2026,Mar 2026,True,71.0,71.0,0.0,0.32,0.41,0.09,4.02,4.08,0.06,,,,24.67,24.49,-0.18,85156.0,84953.0,-203.0
Talbros Auto.,TALBROAUTO,/company/TALBROAUTO/consolidated/,457.35,2825.26,Jun 2026,Mar 2026,True,58.43,58.43,0.0,0.49,1.27,0.78,0.09,0.18,0.09,,,,40.99,40.12,-0.87,60911.0,55208.0,-5703.0
Tanfac Inds.,506854,/company/506854/,3422.50,7404.09,Jun 2026,Mar 2026,True,51.82,48.73,-3.09,0.03,1.53,1.5,0.33,4.16,3.83,,,,47.83,45.58,-2.25,16344.0,16393.0,49.0
Tanla Platforms,TANLA,/company/TANLA/consolidated/,494.75,6564.75,Jun 2026,Mar 2026,True,46.17,46.17,0.0,7.6,7.63,0.03,0.28,0.38,0.1,,,,45.48,45.35,-0.13,273754.0,264765.0,-8989.0
TARC Ltd,TARC,/company/TARC/consolidated/,129.36,3817.37,Jun 2026,Mar 2026,True,65.12,65.12,0.0,0.92,0.99,0.07,6.4,6.44,0.04,,,,27.56,27.46,-0.1,54264.0,53065.0,-1199.0
Tasty Bite Eat.,TASTYBITE,/company/TASTYBITE/,9856.00,2527.96,Jun 2026,Mar 2026,True,74.23,74.23,0.0,3.67,3.73,0.06,0.46,0.0,-0.46,,,,21.64,22.04,0.4,19212.0,18396.0,-816.0
Tata Capital,TATACAP,/company/TATACAP/consolidated/,339.15,143900.54,Jun 2026,Mar 2026,True,85.41,85.41,0.0,4.88,5.17,0.29,3.6,3.57,-0.03,,,,5.43,5.19,-0.24,1269833.0,1211911.0,-57922.0
Tata Chemicals,TATACHEM,/company/TATACHEM/consolidated/,643.75,16402.69,Jun 2026,Mar 2026,True,37.98,37.98,0.0,11.9,12.06,0.16,22.83,21.11,-1.72,0.03,0.03,0.0,27.25,28.81,1.56,643078.0,637200.0,-5878.0
Tata Comm,TATACOMM,/company/TATACOMM/consolidated/,1666.50,47464.05,Jun 2026,Mar 2026,True,58.86,58.86,0.0,14.44,13.75,-0.69,19.14,19.85,0.71,,,,7.56,7.53,-0.03,175946.0,172357.0,-3589.0
Tata Consumer,TATACONSUM,/company/TATACONSUM/consolidated/,983.20,97356.18,Jun 2026,Mar 2026,True,33.83,33.83,0.0,20.79,20.08,-0.71,24.18,24.99,0.81,0.01,0.02,0.01,21.16,21.06,-0.1,804698.0,790683.0,-14015.0
Tata Inv.Corpn.,TATAINVEST,/company/TATAINVEST/consolidated/,651.60,32977.91,Jun 2026,Mar 2026,True,73.38,73.38,0.0,2.62,2.66,0.04,0.54,0.56,0.02,0.41,0.41,0.0,23.03,22.96,-0.07,245759.0,241568.0,-4191.0
Tata Motors,TMCV,/company/TMCV/consolidated/,441.50,162520.80,Jun 2026,Mar 2026,True,42.56,42.56,0.0,19.03,18.58,-0.45,17.58,18.19,0.61,0.31,0.31,0.0,20.49,20.34,-0.15,5705074.0,5545816.0,-159258.0
Tata Power Co.,TATAPOWER,/company/TATAPOWER/consolidated/,367.50,117251.30,Jun 2026,Mar 2026,True,46.86,46.86,0.0,10.04,10.03,-0.01,17.98,18.12,0.14,0.31,0.31,0.0,24.81,24.66,-0.15,4105019.0,3996318.0,-108701.0
Tata Steel,TATASTEEL,/company/TATASTEEL/consolidated/,187.97,234179.57,Jun 2026,Mar 2026,True,33.19,32.94,-0.25,18.58,18.9,0.32,26.67,26.44,-0.23,0.18,0.18,0.0,21.36,21.52,0.16,5221338.0,5179576.0,-41762.0
Tata Technolog.,TATATECH,/company/TATATECH/consolidated/,703.05,28539.52,Jun 2026,Mar 2026,True,55.18,55.17,-0.01,5.77,6.3,0.53,3.44,4.48,1.04,,,,35.58,34.04,-1.54,1299834.0,1239124.0,-60710.0
Tatva Chintan,TATVA,/company/TATVA/consolidated/,1793.20,4189.45,Jun 2026,Mar 2026,True,72.02,72.02,0.0,3.81,3.93,0.12,2.99,3.11,0.12,,,,21.16,20.94,-0.22,66842.0,64921.0,-1921.0
TCPL Packaging,TCPLPACK,/company/TCPLPACK/,4106.80,3740.32,Jun 2026,Mar 2026,True,55.74,55.73,-0.01,1.04,1.01,-0.03,13.56,13.69,0.13,,,,29.45,29.34,-0.11,15717.0,15413.0,-304.0
TD Power Systems,TDPOWERSYS,/company/TDPOWERSYS/consolidated/,751.55,23605.27,Jun 2026,Mar 2026,True,26.87,26.87,0.0,26.69,26.18,-0.51,22.24,23.88,1.64,,,,24.2,23.07,-1.13,115089.0,134081.0,18992.0
Team Lease Serv.,TEAMLEASE,/company/TEAMLEASE/consolidated/,1173.00,1790.03,Jul 2026,Jun 2026,True,31.11,33.29,2.18,6.95,8.05,1.1,47.81,44.25,-3.56,,,,14.12,14.37,0.25,47581.0,29208.0,-18373.0
Tech Mahindra,TECHM,/company/TECHM/consolidated/,1548.00,151434.20,Jun 2026,Mar 2026,True,34.97,34.96,-0.01,18.59,18.66,0.07,37.34,36.92,-0.42,0.17,0.17,0.0,8.94,9.28,0.34,738055.0,744161.0,6106.0
Technocraf.Inds.,TIIL,/company/TIIL/consolidated/,3003.40,6794.10,Jun 2026,Mar 2026,True,74.74,74.74,0.0,0.4,0.4,0.0,6.85,7.18,0.33,,,,18.0,17.66,-0.34,47364.0,46501.0,-863.0
Tega Inds.,TEGA,/company/TEGA/consolidated/,2091.60,15698.48,Jun 2026,Mar 2026,True,67.51,67.51,0.0,2.14,2.8,0.66,18.97,18.68,-0.29,,,,11.38,11.02,-0.36,53867.0,53397.0,-470.0
Tejas Cargo,TEJASCARGO,/company/TEJASCARGO/,419.00,1001.11,Mar 2026,Sep 2025,True,74.27,74.71,0.44,12.12,12.13,0.01,0.25,0.0,-0.25,,,,13.36,13.17,-0.19,233.0,206.0,-27.0
Tejas Networks,TEJASNET,/company/TEJASNET/consolidated/,503.85,8973.45,Jun 2026,Mar 2026,True,53.4,53.33,-0.07,5.29,5.82,0.53,4.32,4.04,-0.28,0.0,0.0,0.0,36.86,36.68,-0.18,380284.0,344573.0,-35711.0
Tembo Global,TEMBO,/company/TEMBO/consolidated/,58.28,1080.82,Jul 2026,Jun 2026,True,37.74,39.04,1.3,8.48,8.25,-0.23,1.65,1.56,-0.09,,,,52.13,51.15,-0.98,17962.0,18491.0,529.0
Tenneco Clean,TENNIND,/company/TENNIND/consolidated/,515.25,20795.71,Jun 2026,Mar 2026,True,74.79,74.79,0.0,8.94,9.69,0.75,12.58,11.45,-1.13,,,,3.69,4.09,0.4,136462.0,138042.0,1580.0
Texmaco Infrast.,TEXINFRA,/company/TEXINFRA/consolidated/,118.25,1508.72,Jun 2026,Mar 2026,True,66.4,66.55,0.15,1.51,1.71,0.2,2.28,2.26,-0.02,,,,29.82,29.49,-0.33,36089.0,35028.0,-1061.0
Thangamayil Jew.,THANGAMAYL,/company/THANGAMAYL/,5134.50,15945.93,Jun 2026,Mar 2026,True,61.61,61.61,0.0,4.37,5.54,1.17,17.41,16.43,-0.98,,,,16.61,16.43,-0.18,48097.0,51026.0,2929.0
The Ramco Cement,RAMCOCEM,/company/RAMCOCEM/consolidated/,867.55,20500.72,Jun 2026,Mar 2026,True,42.55,42.55,0.0,8.04,7.52,-0.52,28.92,29.5,0.58,3.39,3.39,0.0,17.1,17.04,-0.06,52680.0,53616.0,936.0
Thejo Engg.,THEJO,/company/THEJO/consolidated/,2185.00,2370.30,Jun 2026,Mar 2026,True,53.61,53.61,0.0,0.84,0.85,0.01,3.17,3.38,0.21,,,,42.37,42.17,-0.2,7909.0,8000.0,91.0
Thermax,THERMAX,/company/THERMAX/consolidated/,3447.20,41056.88,Jun 2026,Mar 2026,True,61.99,61.99,0.0,11.25,11.46,0.21,15.49,15.22,-0.27,,,,5.82,5.88,0.06,89964.0,91857.0,1893.0
Thyrocare Tech.,THYROCARE,/company/THYROCARE/consolidated/,566.85,9027.06,Jun 2026,Mar 2026,True,60.92,60.92,0.0,5.37,5.43,0.06,21.0,20.92,-0.08,,,,12.71,12.71,0.0,73377.0,73064.0,-313.0
TIL,TIL,/company/TIL/consolidated/,251.11,2067.14,Sep 2026,Jun 2026,True,61.3,61.3,0.0,2.62,2.66,0.04,3.8,3.3,-0.5,,,,32.28,32.73,0.45,11412.0,14689.0,3277.0
Tilaknagar Inds.,TI,/company/TI/consolidated/,581.70,14425.13,Jun 2026,Mar 2026,True,31.71,31.67,-0.04,16.87,16.88,0.01,5.92,6.28,0.36,,,,45.5,45.16,-0.34,131914.0,129086.0,-2828.0
Timex Group,TIMEX,/company/TIMEX/,732.05,7394.73,Jun 2026,Mar 2026,True,51.0,51.0,0.0,1.32,2.5,1.18,0.51,1.37,0.86,,,,47.17,45.11,-2.06,59586.0,63477.0,3891.0
Timken India,TIMKEN,/company/TIMKEN/,3206.10,24130.70,Jun 2026,Mar 2026,True,51.05,51.05,0.0,6.96,7.32,0.36,30.63,30.26,-0.37,,,,11.35,11.33,-0.02,71023.0,69808.0,-1215.0
Tinna Rubber,TINNARUBR,/company/TINNARUBR/consolidated/,978.10,1755.78,Jun 2026,Mar 2026,True,67.58,67.21,-0.37,0.36,0.49,0.13,5.62,4.18,-1.44,0.31,0.31,0.0,26.12,27.82,1.7,43012.0,42896.0,-116.0
Tips Music,TIPSMUSIC,/company/TIPSMUSIC/,668.95,8510.80,Jun 2026,Mar 2026,True,64.15,64.15,0.0,7.48,7.99,0.51,4.94,5.36,0.42,,,,23.42,22.49,-0.93,62106.0,62003.0,-103.0
Titagarh Rail,TITAGARH,/company/TITAGARH/consolidated/,822.60,11080.29,Jun 2026,Mar 2026,True,40.46,40.46,0.0,10.67,10.87,0.2,12.46,15.38,2.92,0.01,0.01,0.0,36.42,33.28,-3.14,559860.0,524155.0,-35705.0
Titan Company,TITAN,/company/TITAN/consolidated/,4884.00,433819.19,Jun 2026,Mar 2026,True,52.9,52.9,0.0,15.65,15.39,-0.26,14.84,15.15,0.31,0.19,0.19,0.0,16.34,16.31,-0.03,735599.0,733428.0,-2171.0
Torrent Pharma.,TORNTPHARM,/company/TORNTPHARM/consolidated/,4988.50,189496.59,Jul 2026,Jun 2026,True,68.31,60.78,-7.53,15.44,17.97,2.53,9.73,12.77,3.04,0.1,0.09,-0.01,6.42,8.39,1.97,85776.0,140599.0,54823.0
Torrent Power,TORNTPOWER,/company/TORNTPOWER/consolidated/,1254.60,63168.97,Jun 2026,Mar 2026,True,51.09,51.09,0.0,8.4,8.53,0.13,22.82,22.69,-0.13,8.35,8.35,0.0,9.33,9.37,0.04,160566.0,155488.0,-5078.0
Tour. Fin. Corp.,TFCILTD,/company/TFCILTD/,138.31,6408.35,Jun 2026,Mar 2026,True,3.85,3.85,0.0,2.77,5.46,2.69,0.05,0.0,-0.05,,,,93.33,90.69,-2.64,76029.0,74382.0,-1647.0
Transport Corp.,TCI,/company/TCI/consolidated/,883.70,6788.75,Jun 2026,Mar 2026,True,68.74,68.66,-0.08,3.03,3.04,0.01,12.86,12.69,-0.17,,,,15.37,15.61,0.24,48190.0,48535.0,345.0
Transrail Light,TRANSRAILL,/company/TRANSRAILL/consolidated/,469.25,6297.25,Jun 2026,Mar 2026,True,71.12,71.12,0.0,2.17,2.49,0.32,8.14,6.51,-1.63,,,,18.58,19.87,1.29,158376.0,155661.0,-2715.0
Travel Food,TRAVELFOOD,/company/TRAVELFOOD/consolidated/,1213.30,16000.82,Jun 2026,Mar 2026,True,86.19,86.19,0.0,1.55,1.65,0.1,9.71,10.02,0.31,,,,2.54,2.15,-0.39,54057.0,52997.0,-1060.0
Trent,TRENT,/company/TRENT/consolidated/,2669.30,142125.14,Jun 2026,Mar 2026,True,37.01,37.01,0.0,15.59,15.14,-0.45,22.19,23.07,0.88,0.17,0.19,0.02,25.03,24.57,-0.46,512623.0,520340.0,7717.0
Trident,TRIDENT,/company/TRIDENT/consolidated/,23.12,11792.04,Jun 2026,Mar 2026,True,73.68,73.68,0.0,3.07,3.18,0.11,0.22,0.25,0.03,,,,23.03,22.89,-0.14,2003394.0,1968758.0,-34636.0
Triven.Engg.Ind.,TRIVENI,/company/TRIVENI/consolidated/,247.55,5456.22,Jun 2026,Mar 2026,True,60.98,60.58,-0.4,7.44,7.69,0.25,8.21,7.64,-0.57,,,,23.36,24.1,0.74,95071.0,96867.0,1796.0
Tsf Investments,TSFINV,/company/TSFINV/consolidated/,456.85,10146.82,Jun 2026,Mar 2026,True,54.99,54.99,0.0,3.2,3.27,0.07,4.75,4.27,-0.48,,,,36.41,36.83,0.42,35782.0,37327.0,1545.0
TTK Healthcare,TTKHLTCARE,/company/TTKHLTCARE/,1031.10,1452.19,Jun 2026,Mar 2026,True,74.57,74.57,0.0,1.9,1.86,-0.04,1.11,2.19,1.08,,,,22.43,21.39,-1.04,23686.0,22809.0,-877.0
TTK Prestige,TTKPRESTIG,/company/TTKPRESTIG/consolidated/,524.40,7116.23,Jun 2026,Mar 2026,True,70.52,70.52,0.0,7.84,7.85,0.01,14.48,14.7,0.22,,,,7.15,6.94,-0.21,89284.0,85265.0,-4019.0
Tube Investments,TIINDIA,/company/TIINDIA/consolidated/,2511.10,48598.38,Jun 2026,Mar 2026,True,44.05,44.11,0.06,21.42,22.35,0.93,21.75,21.01,-0.74,0.45,0.45,0.0,12.33,12.08,-0.25,106178.0,100623.0,-5555.0
TVS Motor Co.,TVSMOTOR,/company/TVSMOTOR/consolidated/,4157.30,197507.97,Jun 2026,Mar 2026,True,50.27,50.27,0.0,22.56,20.45,-2.11,18.84,21.12,2.28,,,,8.3,8.12,-0.18,324891.0,331196.0,6305.0
Uflex,UFLEX,/company/UFLEX/consolidated/,664.20,4800.64,Jun 2026,Mar 2026,True,44.58,44.58,0.0,9.2,10.03,0.83,0.52,0.59,0.07,,,,45.7,44.8,-0.9,42767.0,43889.0,1122.0
Ujjivan Small,UJJIVANSFB,/company/UJJIVANSFB/,64.71,12611.02,Jun 2026,Mar 2026,True,0.0,0.0,0.0,17.23,16.81,-0.42,31.12,33.45,2.33,,,,51.65,49.73,-1.92,787997.0,767649.0,-20348.0
Ultramarine Pig.,ULTRAMAR,/company/ULTRAMAR/,425.30,1242.89,Jun 2026,Mar 2026,True,40.5,40.49,-0.01,1.24,1.42,0.18,0.68,0.64,-0.04,,,,57.59,57.45,-0.14,18689.0,18494.0,-195.0
UltraTech Cem.,ULTRACEMCO,/company/ULTRACEMCO/consolidated/,11155.00,327973.00,Jun 2026,Mar 2026,True,59.33,59.33,0.0,13.61,12.36,-1.25,18.42,19.69,1.27,0.05,0.05,0.0,8.41,8.42,0.01,409350.0,416693.0,7343.0
Unihealth Hosp,UNIHEALTH,/company/UNIHEALTH/consolidated/,638.85,1015.77,Sep 2026,Mar 2026,True,69.53,64.82,-4.71,0.0,0.01,0.01,0.48,0.45,-0.03,,,,29.99,34.73,4.74,1162.0,1210.0,48.0
Unimech Aero.,UNIMECH,/company/UNIMECH/consolidated/,1665.10,8483.46,Jun 2026,Mar 2026,True,79.82,79.82,0.0,0.38,0.43,0.05,5.99,5.6,-0.39,,,,13.81,14.16,0.35,75769.0,73718.0,-2051.0
Uniparts India,UNIPARTS,/company/UNIPARTS/consolidated/,847.20,3822.90,Jun 2026,Mar 2026,True,65.87,65.87,0.0,2.82,3.38,0.56,5.34,4.94,-0.4,,,,25.87,25.71,-0.16,74368.0,66920.0,-7448.0
United Foodbrands,UFBL,/company/UFBL/consolidated/,698.25,2716.18,Jun 2026,Mar 2026,True,34.6,34.62,0.02,9.66,10.55,0.89,16.73,17.22,0.49,,,,39.01,37.62,-1.39,36426.0,31896.0,-4530.0
United Spirits,UNITDSPR,/company/UNITDSPR/consolidated/,1423.80,103411.27,Jun 2026,Mar 2026,True,56.68,56.68,0.0,14.41,12.89,-1.52,15.36,17.14,1.78,0.01,0.01,0.0,13.54,13.29,-0.25,292661.0,293859.0,1198.0
Universal Cables,UNIVCABLES,/company/UNIVCABLES/consolidated/,1494.00,5179.05,Jun 2026,Mar 2026,True,61.89,61.89,0.0,0.68,1.11,0.43,4.54,3.3,-1.24,,,,32.89,33.69,0.8,17751.0,22213.0,4462.0
UPL,UPL,/company/UPL/consolidated/,550.05,46631.11,Jun 2026,Mar 2026,True,33.5,33.5,0.0,41.78,42.39,0.61,14.63,14.32,-0.31,0.02,0.02,0.0,10.05,9.77,-0.28,276989.0,272868.0,-4121.0
Urban Company,URBANCO,/company/URBANCO/consolidated/,168.99,26070.44,Jun 2026,Mar 2026,True,19.02,19.02,0.0,55.77,55.28,-0.49,10.74,11.42,0.68,,,,9.27,9.74,0.47,205238.0,200993.0,-4245.0
Usha Martin,USHAMART,/company/USHAMART/consolidated/,518.80,15808.49,Jun 2026,Mar 2026,True,40.52,40.28,-0.24,14.77,15.1,0.33,14.81,15.26,0.45,,,,29.8,29.24,-0.56,101177.0,104425.0,3248.0
Utkarsh Small F.,UTKARSHBNK,/company/UTKARSHBNK/,13.80,2446.92,Jun 2026,Mar 2026,True,42.67,42.67,0.0,11.49,11.9,0.41,9.56,9.54,-0.02,0.02,0.02,0.0,36.27,35.88,-0.39,282993.0,279233.0,-3760.0
Utssav CZ Gold,UTSSAV,/company/UTSSAV/,722.10,1743.72,Aug 2026,Mar 2026,True,70.3,72.55,2.25,0.36,0.01,-0.35,0.0,0.0,0.0,,,,29.33,27.43,-1.9,2301.0,1587.0,-714.0
V-Marc India,VMARCIND,/company/VMARCIND/,322.45,4724.68,Jul 2026,Jun 2026,True,64.87,64.87,0.0,0.26,0.25,-0.01,0.02,0.02,0.0,,,,34.85,34.86,0.01,3330.0,3420.0,90.0
V2 Retail,V2RETAIL,/company/V2RETAIL/,214.72,7839.37,Jun 2026,Mar 2026,True,51.43,51.43,0.0,2.62,3.11,0.49,9.28,10.65,1.37,,,,36.67,34.82,-1.85,45025.0,52967.0,7942.0
Va Tech Wabag,WABAG,/company/WABAG/consolidated/,2008.40,12556.07,Jun 2026,Mar 2026,True,19.09,19.08,-0.01,16.6,18.25,1.65,5.77,6.33,0.56,,,,58.54,56.33,-2.21,200388.0,205590.0,5202.0
Vadilal Inds.,VADILALIND,/company/VADILALIND/consolidated/,7534.50,5405.50,Jun 2026,Mar 2026,True,64.72,64.72,0.0,0.58,1.02,0.44,0.42,1.26,0.84,,,,34.27,33.01,-1.26,22133.0,19041.0,-3092.0
Vaibhav Global,VAIBHAVGBL,/company/VAIBHAVGBL/consolidated/,206.38,3461.58,Jun 2026,Mar 2026,True,57.43,57.33,-0.1,16.44,16.66,0.22,2.23,2.22,-0.01,,,,23.87,23.76,-0.11,133255.0,129789.0,-3466.0
Valiant Commun.,526775,/company/526775/consolidated/,1476.85,1726.74,Jun 2026,Mar 2026,True,40.62,39.65,-0.97,0.98,0.96,-0.02,1.58,3.28,1.7,,,,56.81,56.11,-0.7,7950.0,9281.0,1331.0
Vardhman Textile,VTL,/company/VTL/consolidated/,554.00,15984.42,Jun 2026,Mar 2026,True,65.09,65.08,-0.01,5.69,6.07,0.38,16.01,14.69,-1.32,,,,13.19,14.15,0.96,88129.0,84595.0,-3534.0
Varun Beverages,VBL,/company/VBL/consolidated/,434.80,146815.53,Jun 2026,Mar 2026,True,59.43,59.43,0.0,19.51,19.03,-0.48,14.35,15.16,0.81,0.04,0.05,0.01,6.66,6.33,-0.33,877604.0,813548.0,-64056.0
Vedant Fashions,MANYAVAR,/company/MANYAVAR/,532.50,12936.12,Jun 2026,Mar 2026,True,74.94,74.94,0.0,8.28,7.95,-0.33,12.62,13.19,0.57,,,,4.14,3.92,-0.22,84119.0,83016.0,-1103.0
Vedanta,VEDL,/company/VEDL/consolidated/,266.35,103978.27,Jun 2026,Mar 2026,True,56.38,54.72,-1.66,13.93,15.78,1.85,13.43,10.83,-2.6,0.06,0.06,0.0,16.05,18.45,2.4,2110601.0,2601130.0,490529.0
Venky's (India),VENKEYS,/company/VENKEYS/,1652.80,2328.84,Jun 2026,Mar 2026,True,56.11,56.11,0.0,1.14,1.27,0.13,0.13,0.13,0.0,,,,42.61,42.49,-0.12,54117.0,52179.0,-1938.0
Venus Pipes,VENUSPIPES,/company/VENUSPIPES/,2163.20,4487.31,Jun 2026,Mar 2026,True,48.41,48.41,0.0,2.71,2.63,-0.08,17.49,17.81,0.32,,,,31.38,31.15,-0.23,57317.0,53604.0,-3713.0
Venus Remedies,VENUSREM,/company/VENUSREM/consolidated/,1668.40,2227.75,Jun 2026,Mar 2026,True,41.76,41.76,0.0,2.8,2.92,0.12,1.2,0.89,-0.31,,,,54.24,54.44,0.2,18403.0,21905.0,3502.0
Veranda Learning,VERANDA,/company/VERANDA/consolidated/,232.59,2242.33,Jun 2026,Mar 2026,True,33.8,33.75,-0.05,2.37,2.83,0.46,0.56,0.56,0.0,0.0,0.0,0.0,63.26,62.86,-0.4,13218.0,12470.0,-748.0
Vidya Wires,VIDYAWIRES,/company/VIDYAWIRES/consolidated/,90.54,1922.82,Jun 2026,Mar 2026,True,72.8,72.8,0.0,1.11,1.98,0.87,10.46,3.37,-7.09,,,,15.62,21.84,6.22,60688.0,83732.0,23044.0
Vikram Solar,VIKRAMSOLR,/company/VIKRAMSOLR/consolidated/,160.31,5807.82,Jun 2026,Mar 2026,True,63.01,63.01,0.0,2.94,3.37,0.43,4.8,4.04,-0.76,,,,29.25,29.6,0.35,285301.0,303976.0,18675.0
Vikram Thermo,530477,/company/530477/,427.75,1341.33,Jun 2026,Mar 2026,True,66.01,66.01,0.0,,,,0.0,0.26,0.26,,,,34.0,33.74,-0.26,11739.0,12055.0,316.0
Vikran Engg.,VIKRAN,/company/VIKRAN/consolidated/,59.18,1528.07,Jun 2026,Mar 2026,True,56.27,56.27,0.0,1.11,1.27,0.16,6.83,5.74,-1.09,,,,35.79,36.72,0.93,119057.0,125514.0,6457.0
Vindhya Telelink,VINDHYATEL,/company/VINDHYATEL/consolidated/,2719.80,3222.09,Jun 2026,Mar 2026,True,43.55,43.55,0.0,1.33,1.4,0.07,8.26,8.31,0.05,,,,46.89,46.76,-0.13,23496.0,22396.0,-1100.0
Vintage Coffee,VINCOFE,/company/VINCOFE/consolidated/,184.15,2696.85,Jun 2026,Mar 2026,True,34.65,34.65,0.0,4.84,5.39,0.55,7.62,9.59,1.97,,,,52.9,50.38,-2.52,36411.0,44709.0,8298.0
Vinyas Innovativ,VINYAS,/company/VINYAS/,1527.30,1922.06,Mar 2026,Sep 2025,True,29.39,29.4,0.01,0.47,0.49,0.02,4.53,6.53,2.0,,,,65.61,63.59,-2.02,1551.0,1673.0,122.0
Virtuoso Optoel.,VOEPL,/company/VOEPL/,512.30,1755.38,Aug 2026,Jun 2026,True,49.74,46.22,-3.52,11.29,17.66,6.37,0.79,1.03,0.24,,,,38.19,35.1,-3.09,4261.0,5945.0,1684.0
Vishal Mega Mart,VMM,/company/VMM/consolidated/,103.50,48607.60,Jun 2026,Mar 2026,True,40.12,40.09,-0.03,22.01,20.43,-1.58,32.74,34.8,2.06,,,,5.13,4.68,-0.45,641309.0,625567.0,-15742.0
Vishnu Chemicals,VISHNU,/company/VISHNU/consolidated/,697.65,4692.58,Jun 2026,Mar 2026,True,69.21,69.21,0.0,2.3,2.51,0.21,5.72,5.94,0.22,,,,22.78,22.35,-0.43,30468.0,31065.0,597.0
Viyash Scientific,VIYASH,/company/VIYASH/consolidated/,244.35,10788.98,Jun 2026,Mar 2026,True,61.31,61.31,0.0,2.94,4.5,1.56,7.98,3.76,-4.22,,,,27.67,30.34,2.67,127446.0,128367.0,921.0
